,user_id,ISBN,rating
585891,141493,0060505885,7
585902,141493,0060930535,6
585904,141493,0060964049,5
585915,141493,0064404781,8
585916,141493,0064405109,8
585918,141493,0064405842,9
585928,141493,0140293248,6
585943,141493,0312195516,9
585944,141493,0312278586,8
585949,141493,0312966806,8
585962,141493,0345436911,9
585964,141493,0345441265,8
585965,141493,0345445848,10
585968,141493,0345460359,9
585971,141493,0373250193,8
585994,141493,0385336179,10
586004,141493,0399140522,5
586012,141493,0425150143,8
586013,141493,0425152367,8
586021,141493,042518000X,7
586022,141493,042518045X,9
586029,141493,044021145X,8
586036,141493,0440221471,8
586037,141493,0440224764,8
586041,141493,0440229499,9
586042,141493,0440235162,8
586047,141493,0440479002,10
586056,141493,0446604801,8
586057,141493,0446605239,10
586058,141493,0446606383,8
586069,141493,0449702545,8
586070,141493,0449702766,8
586078,141493,0452281032,9
586094,141493,0553272586,10
586101,141493,0590134701,8
586105,141493,0590444646,9
586107,141493,059098182X,10
586110,141493,0671001809,10
586112,141493,0671003755,7
586113,141493,0671004530,8
586116,141493,0671014196,7
586117,141493,067101420X,9
586120,141493,0671026682,9
586126,141493,0671673688,8
586132,141493,0671886665,8
586137,141493,0679721037,8
586138,141493,0679740104,10
586141,141493,0679813438,9
586145,141493,0684867974,6
586148,141493,0689808828,9
586149,141493,0689817215,10
586160,141493,0740718371,8
586162,141493,0743437640,9
586180,141493,0786868716,7
586202,141493,0842314296,10
586207,141493,0842329129,10
586208,141493,0842329218,10
586209,141493,0842342702,10
586221,141493,0891073906,10
586222,141493,0891075275,10
586230,141493,1400034779,9
586232,141493,1558743669,10
586233,141493,1558745157,10
586248,141496,0399149384,5
586249,141496,0440221595,10
586264,141511,0060934913,7
586267,141511,014100018X,9
586269,141511,0142002267,7
586273,141511,0316089699,9
586275,141511,0316666343,8
586276,141511,0316769487,1
586277,141511,0316781266,7
586283,141511,0385318782,8
586284,141511,0385475721,9
586287,141511,039305747X,10
586289,141511,043935806X,8
586290,141511,0441000312,6
586292,141511,044100315X,6
586293,141511,0441004164,6
586295,141511,0441005489,7
586296,141511,0441005764,6
586298,141511,0671510053,7
586299,141511,0689843372,8
586301,141511,0786885688,6
586303,141511,0802135226,5
586350,141541,0446530980,6
586377,141565,0451409450,8
586378,141565,0452281458,5
586381,141565,0971880107,2
586384,141570,1400032717,6
586397,141600,0060976241,7
586402,141600,0345424654,7
586403,141600,0345444388,7
586404,141600,0345459407,8
586405,141600,0349101779,9
586410,141600,0393315703,8
586413,141600,0553283685,7
586417,141600,0805074007,7
586421,141600,1400030927,5
586434,141601,2020239264,9
586436,141601,202025462X,9
586441,141601,2020490668,9
586453,141601,2070370003,9
586455,141601,2070373622,9
586457,141601,2070382273,3
586460,141601,2070394727,4
586464,141601,2070406962,8
586469,141601,2070415333,8
586470,141601,2070416801,9
586471,141601,2070417948,9
586474,141601,2070725804,8
586476,141601,2070744833,8
586485,141601,2253150711,8
586487,141601,2264002190,7
586494,141601,2266104535,8
586501,141601,2290302155,8
586503,141601,2290308285,9
586504,141601,2290311782,8
586506,141601,2290312924,9
586510,141601,2707301485,9
586525,141601,8420482536,8
586544,141618,0316666343,7
586565,141651,3257228007,10
586576,141651,344243193X,10
586589,141651,3499224100,10
586598,141651,3746618363,2
586624,141662,0385492081,2
586627,141668,0451196716,8
586632,141678,3442447038,9
586636,141683,0140622144,5
586640,141684,0767903862,7
586643,141693,0425147622,9
586644,141693,0618002227,10
586656,141704,0399501487,8
586657,141704,0440204399,9
586659,141704,0786866845,7
586660,141704,0804106304,7
586662,141709,0671740679,8
587015,141723,0451191153,10
587017,141725,0061096113,4
587019,141725,0316602906,5
587021,141725,0671038443,5
587023,141730,0140296409,9
587032,141753,0061053104,9
587033,141753,0151008116,8
587161,141808,0931580587,10
587163,141808,1572460733,9
587189,141819,0140013997,8
587210,141819,0312113420,10
587255,141819,0517577550,8
587257,141819,0525935835,9
587279,141819,0671021001,8
587331,141819,0836214439,8
587334,141819,0873523792,8
587345,141819,0971880107,7
587384,141830,0440237165,7
587412,141840,1878424319,7
587416,141842,0971880107,9
587461,141874,0553575635,9
587464,141876,0312147015,7
587466,141876,0316777722,10
587467,141876,0316781142,7
587476,141876,0786885688,7
587479,141877,0743206045,9
587482,141888,006447187X,10
587486,141888,0385484518,10
587487,141888,0439064872,10
587488,141888,0439139600,9
587489,141888,0446670251,10
587490,141888,0679746048,9
587501,141898,0446365386,9
587502,141898,0671004107,8
587522,141901,0060509406,9
587526,141901,0060915544,8
587527,141901,0060927216,8
587530,141901,0060959037,10
587532,141901,0061031127,10
587553,141901,0142000205,8
587562,141901,0312954212,9
587567,141901,0316781266,6
587586,141901,0345445856,8
587595,141901,0375702709,10
587602,141901,0375758453,10
587603,141901,0375758992,9
587607,141901,0380726262,9
587608,141901,038082101X,10
587613,141901,0385482388,7
587615,141901,0385497288,8
587619,141901,0399142282,8
587626,141901,0440224764,8
587630,141901,0446516538,8
587632,141901,0446602612,9
587645,141901,0452282195,6
587647,141901,0452283205,8
587657,141901,0553280341,7
587682,141901,0679771476,9
587683,141901,067978120X,7
587684,141901,0684832291,9
587689,141901,0732909740,9
587694,141901,0743227441,10
587696,141901,0743411331,8
587710,141901,0767905385,9
587785,141902,0316666343,10
587787,141902,0316969443,10
587802,141902,037371128X,10
587807,141902,0374121230,9
587810,141902,0375706771,9
587813,141902,0380717018,8
587816,141902,0399151729,9
587818,141902,0425166929,10
587819,141902,0425169863,8
587822,141902,0446527750,7
587823,141902,0446606812,10
587825,141902,0446612251,8
587826,141902,0446672211,10
587827,141902,0449002411,7
587830,141902,0451197747,5
587831,141902,0451198638,10
587837,141902,0451410157,10
587838,141902,0451410904,9
587840,141902,0451411137,7
587845,141902,0525942688,10
587846,141902,0525944818,10
587853,141902,0553576348,9
587857,141902,067169507X,10
587867,141902,0688117619,10
587869,141902,074322535X,10
587871,141902,0743456173,9
587873,141902,0785211578,10
587875,141902,0785271708,10
587890,141902,0804119813,5
587901,141902,0842329218,10
587912,141902,0849909279,10
587927,141902,0918949165,10
587950,141902,1576737330,10
587978,141909,0887307876,8
587981,141912,0515132187,7
587989,141927,0440224675,10
587995,141935,0451172817,7
588000,141937,0439064872,9
588001,141937,0439136369,9
588002,141937,0439139600,10
588003,141937,059035342X,10
588004,141938,0684867974,10
588053,141958,0060011912,8
588070,141958,0140071814,8
588074,141958,0140293450,9
588077,141958,0142001805,8
588078,141958,0142002399,8
588083,141958,0312924585,9
588084,141958,0312971346,7
588085,141958,0312976275,7
588091,141958,0330482203,8
588097,141958,0345445856,6
588103,141958,0380765489,7
588104,141958,0380792486,7
588110,141958,038549744X,8
588112,141958,0440206154,7
588115,141958,0440236169,8
588116,141958,0446670251,7
588117,141958,0446677167,8
588125,141958,0515120456,8
588126,141958,0515122564,8
588127,141958,0515127485,8
588128,141958,051513306X,8
588129,141958,0552139246,6
588139,141958,0670032891,8
588142,141958,0671038567,6
588151,141958,0743437810,8
588166,141958,1569472475,6
588182,141979,0553579312,10
588188,141989,0380570009,8
588190,141991,0316666343,10
588191,141991,0394800168,6
588203,141994,0060502258,8
588204,141994,0060509406,8
588211,141994,0446608955,7
588233,142005,0380725827,10
588240,142005,0425097609,7
588244,142005,0441783589,7
588245,142005,0446394521,8
588254,142005,0553296981,10
588272,142005,0804102988,7
588315,142015,0091867908,6
588334,142020,0060096195,7
588347,142024,038542017X,8
588350,142024,0446300152,7
588362,142024,0671887173,8
588377,142026,0385315287,8
588378,142026,0440108268,9
588386,142026,0553579908,9
588391,142026,0802130348,7
588413,142039,0380710722,8
588425,142039,0671038869,5
588466,142057,0312289723,8
588474,142062,0060915544,10
588475,142062,006093090X,9
588477,142062,0316781266,6
588478,142062,0345394267,10
588479,142062,0385491808,8
588480,142062,0394557433,9
588481,142062,0425098680,9
588483,142062,0440212561,10
588484,142062,0440215625,10
588485,142062,0440217563,10
588486,142062,044022425X,9
588488,142062,0451409361,10
588489,142062,0452282152,9
588490,142062,0517548747,10
588491,142062,0517554399,10
588492,142062,0553348981,8
588493,142062,0553349481,8
588497,142062,0671532642,9
588523,142076,0380726289,8
588524,142076,0440180295,10
588526,142076,0664224199,8
588549,142087,014028009X,7
588552,142088,1573225789,7
588782,142103,0399143947,10
588783,142103,0553802488,10
588784,142103,0553802496,10
588786,142103,0684193957,8
588801,142113,0670894605,7
588808,142121,0060930535,9
588809,142121,0060932759,10
588812,142121,0060987529,7
588813,142121,0061015725,7
588817,142121,0140115862,10
588820,142121,0140277447,10
588822,142121,0140293248,7
588823,142121,0142002267,7
588825,142121,015100692X,6
588831,142121,0312282990,10
588833,142121,031242227X,8
588834,142121,0312853238,10
588836,142121,0312983867,3
588838,142121,0316143464,7
588841,142121,0316777730,7
588843,142121,0345294459,8
588844,142121,0345361792,10
588845,142121,0345372050,10
588847,142121,0345433017,7
588855,142121,0375504397,8
588863,142121,0380816547,7
588864,142121,0380818205,5
588866,142121,0385021747,3
588867,142121,038531258X,9
588870,142121,038550926X,7
588876,142121,0425107469,9
588883,142121,0440498058,10
588886,142121,0441008534,10
588887,142121,0441009239,10
588888,142121,0441010512,10
588889,142121,0441011675,10
588892,142121,0445406518,7
588896,142121,0446515051,3
588897,142121,044651862X,9
588901,142121,0446672211,9
588909,142121,0451166892,10
588913,142121,0451210743,7
588921,142121,0553213237,10
588932,142121,0609608444,9
588933,142121,0618164723,6
588934,142121,0618260250,10
588937,142121,0671027360,7
588944,142121,0671623249,10
588956,142121,068484267X,10
588982,142121,1400031362,9
588983,142121,140003180X,7
589037,142142,1857022424,9
589045,142143,0152632247,10
589051,142143,0312265867,10
589053,142143,0312868332,10
589055,142143,0345353749,8
589058,142143,0375703861,8
589061,142143,0399144463,6
589064,142143,0449911519,10
589065,142143,0449911594,10
589073,142143,0618002219,10
589079,142143,0698115554,10
589084,142143,0743477103,5
589086,142143,0786884592,5
589102,142149,0618002235,10
589103,142149,0618002243,10
589104,142149,0618129030,10
589122,142171,0671541854,7
589141,142175,0345443284,7
589151,142182,8495501015,8
589165,142192,0375703845,3
589166,142192,0440241073,9
589168,142193,1400032016,9
589271,142203,3453130871,7
589281,142212,0312950489,5
589282,142212,0312952813,5
589284,142212,034543448X,5
589285,142212,0380726238,6
589286,142212,0380726289,5
589287,142212,0380726297,6
589288,142212,0380730359,5
589289,142212,0380730367,5
589291,142212,0425174271,10
589292,142212,0425179885,10
589296,142212,0440223989,7
589297,142212,0449002128,5
589299,142212,0553572423,10
589300,142212,0671024094,5
589301,142212,0671026011,5
589302,142212,0671042262,5
589303,142212,0671047485,5
589304,142212,0786889004,5
589311,142226,3423116684,9
589312,142226,346202261X,8
589315,142241,0449219364,8
589321,142253,0064408620,8
589322,142253,0140268863,3
589323,142253,0142000663,6
589325,142253,0316769177,8
589328,142253,0446310786,8
589329,142253,0671729462,7
589333,142256,006019491X,8
589334,142256,0060539860,9
589336,142256,0060987561,8
589342,142256,0156027321,8
589350,142256,0316168815,9
589356,142256,0345335406,8
589373,142256,0375506039,8
589375,142256,0380730138,7
589379,142256,0380789884,10
589381,142256,0385315279,10
589383,142256,0385502532,6
589386,142256,0385720106,8
589391,142256,0425166929,9
589392,142256,042518630X,8
589393,142256,0425192733,10
589394,142256,0439049962,5
589400,142256,0440202507,9
589405,142256,0440217466,9
589406,142256,0440217547,8
589409,142256,0440235162,9
589411,142256,0440910099,9
589412,142256,0446350982,9
589413,142256,0446354732,9
589414,142256,0446364819,9
589417,142256,0446530522,9
589418,142256,0446604801,9
589419,142256,0446607657,7
589426,142256,0451197747,8
589429,142256,0452282152,9
589430,142256,0452282829,8
589435,142256,0515132136,7
589436,142256,0525944818,10
589437,142256,0525946063,8
589445,142256,0553250531,8
589448,142256,0553260960,7
589449,142256,0553279378,7
589451,142256,0553582232,7
589460,142256,0671016768,10
589462,142256,0671028383,9
589466,142256,067168390X,8
589468,142256,0671749412,9
589480,142256,0786868716,7
589494,142256,0875421296,9
589510,142256,1561797111,9
589511,142256,1565122968,8
589519,142274,0345444892,10
589520,142274,0345452364,8
589524,142274,089296765X,10
589527,142282,8420634093,7
589529,142288,3453025423,5
589531,142294,0671524968,8
589535,142300,0380977788,7
589538,142300,0807281956,9
589539,142300,0811214982,8
589540,142300,9505156642,7
589558,142325,0670873926,7
589563,142331,0060958022,4
589566,142331,0385492081,10
589579,142349,0060080841,8
589580,142352,0671041789,9
589582,142355,0440235774,6
589583,142355,0743464672,8
589590,142366,0345409663,7
589604,142386,0811825558,7
589605,142387,0743486226,9
589614,142398,034543479X,8
589616,142398,0440223202,7
589617,142398,0553280414,9
589618,142398,0553563521,7
589619,142398,1551668653,6
589632,142412,044023722X,9
589675,142444,0375411151,8
589678,142444,0399141308,9
589724,142454,3404141970,8
589804,142454,344243193X,9
589906,142454,3596102871,10
590117,142485,155661683X,7
590120,142487,0786868716,10
590166,142524,0026217457,6
590197,142524,0060199652,9
590200,142524,0060391448,9
590201,142524,0060392452,8
590224,142524,0060934719,9
590237,142524,0060987103,9
590243,142524,0061031151,8
590244,142524,0061044431,9
590259,142524,0061097349,9
590265,142524,0062505319,10
590272,142524,0064407675,9
590280,142524,0066209773,9
590331,142524,0141000198,8
590356,142524,015601422X,9
590361,142524,0156332256,8
590366,142524,015694877X,10
590378,142524,0312110839,10
590379,142524,0312119313,6
590384,142524,0312150601,9
590392,142524,0312263120,7
590404,142524,0312310064,7
590410,142524,0312857497,8
590421,142524,0312868332,9
590425,142524,0312872542,9
590426,142524,0312873115,9
590437,142524,0316158720,8
590451,142524,0316780375,8
590464,142524,0345361792,10
590474,142524,0345423402,8
590485,142524,0345449347,7
590498,142524,0374189870,7
590522,142524,0375703128,8
590525,142524,0375704027,8
590533,142524,0375726403,10
590549,142524,0380730200,8
590556,142524,0380789035,9
590559,142524,0380807343,9
590589,142524,0385334389,8
590590,142524,0385336489,10
590598,142524,0385482388,9
590618,142524,0385504209,10
590619,142524,0385507593,8
590622,142524,0385720467,8
590623,142524,0385722206,9
590624,142524,0385722435,8
590637,142524,0393051838,9
590649,142524,0394534433,7
590681,142524,0399137203,6
590682,142524,0399137378,7
590684,142524,0399141308,10
590688,142524,0399145990,9
590689,142524,0399146431,9
590691,142524,0399238786,10
590692,142524,0399238794,9
590697,142524,0425117383,6
590699,142524,0425144062,9
590700,142524,042514898X,8
590712,142524,0425182010,8
590715,142524,0425188280,8
590718,142524,0425193993,7
590721,142524,0439425220,9
590737,142524,0441007554,10
590800,142524,0515126098,9
590828,142524,0525945121,7
590831,142524,0552144789,7
590834,142524,0552996181,9
590843,142524,0553095234,9
590855,142524,055321313X,8
590873,142524,0553277472,9
590876,142524,0553281747,9
590879,142524,0553283685,7
590884,142524,0553288202,9
590902,142524,0553568167,9
590904,142524,0553572946,9
590905,142524,0553572989,8
590943,142524,0670843342,8
590953,142524,0670892963,4
590954,142524,0670896764,7
591022,142524,0679405135,3
591026,142524,0679412956,6
591032,142524,0679432477,10
591037,142524,0679437320,8
591038,142524,0679437851,6
591055,142524,0679454489,8
591058,142524,0679463046,10
591060,142524,0679723951,8
591081,142524,0679879242,10
591082,142524,0679879250,10
591083,142524,0679879269,10
591084,142524,0679886370,7
591104,142524,0684859475,10
591106,142524,0684862921,6
591140,142524,0743223543,9
591150,142524,0743436679,9
591154,142524,0743469801,7
591168,142524,0765341972,5
591199,142524,0802116698,8
591200,142524,0802130208,8
591202,142524,0802131301,7
591219,142524,0805063897,8
591240,142524,0811808424,8
591242,142524,0811811409,8
591250,142524,0812523016,9
591264,142524,0812967240,8
591282,142524,0871134799,4
591321,142524,0892965681,9
591345,142524,0963136216,6
591361,142524,1400032016,8
591365,142524,1400045088,10
591412,142524,1573220876,9
591418,142524,1573225320,9
591420,142524,1573227889,8
591445,142524,1591823897,2
591462,142524,1931081727,7
591469,142534,0425169863,10
591478,142541,044661095X,7
591479,142545,0375400117,7
591488,142555,0099771519,6
591491,142555,0140184953,4
591493,142555,0316666343,8
591495,142555,0451208846,5
591506,142555,1841950947,10
591507,142555,1853262102,7
591515,142556,0330294911,7
591536,142565,0345413865,8
591537,142565,0345443284,8
591538,142565,0425170349,7
591539,142565,0440236673,8
591540,142565,0553289411,5
591541,142565,0553574574,10
591590,142584,0060930535,8
591592,142584,0345301110,9
591595,142584,0441790348,10
591596,142584,0446364193,9
591597,142584,0446605484,9
591598,142584,0446608815,8
591599,142584,0446609404,7
591600,142584,0446611212,8
591601,142584,0451160525,7
591602,142584,0451163524,7
591605,142584,067172262X,7
591606,142584,0671722816,10
591607,142584,0679732241,10
591608,142584,067973225X,9
591609,142584,0684801523,10
591611,142584,0743436210,8
591619,142588,0743225325,10
591622,142590,0374199698,4
591629,142600,0061009504,9
591630,142600,0142002399,5
591637,142600,0425188787,8
591638,142600,044023722X,4
591640,142600,0449208672,8
591642,142600,0449210677,8
591644,142600,0451188489,10
591646,142600,0553287346,8
591647,142600,0553575104,4
591650,142600,0971880107,1
591651,142600,1400031354,10
591652,142600,1400034779,9
591718,142626,0440207770,6
591722,142626,0515118230,5
591738,142649,0349101779,6
591747,142649,2070362388,7
591765,142649,2207226107,9
591769,142649,225300670X,10
591785,142649,2290312959,7
591838,142668,0385319959,7
591839,142668,0684871262,8
591848,142671,0394825691,7
591852,142671,0440223202,10
591857,142671,0842329218,10
591859,142671,0842329250,10
591861,142671,0842329277,10
591862,142671,0842329293,10
591864,142671,0842332294,10
591871,142672,0060929871,9
591872,142672,0345339711,10
591873,142672,0345339738,10
591879,142672,0553294385,8
591880,142672,0618002227,10
591881,142672,0679772669,8
591883,142672,0811818276,7
591884,142672,0812504690,9
591897,142680,0060191988,3
591899,142680,0060953713,8
591900,142680,0060976845,7
591901,142680,0060988258,8
591904,142680,0316769509,7
591905,142680,0316781266,7
591906,142680,0345387651,7
591908,142680,0373250134,5
591909,142680,0380730138,7
591913,142680,0451191137,7
591917,142680,067976397X,3
591921,142680,0812967240,6
591927,142686,0345336615,9
591943,142700,0345446860,9
591944,142700,0679436073,9
591963,142715,0060008032,2
591964,142715,0060928336,7
591967,142715,0312289197,8
591970,142715,0316666343,7
591977,142715,0345443284,5
591979,142715,0375703055,7
591980,142715,037570504X,5
591982,142715,0380796104,7
591989,142715,0440226430,7
591990,142715,0446525502,7
591993,142715,0446530891,7
591994,142715,0446531480,8
591997,142715,0446672211,7
591999,142715,0451190491,10
592001,142715,0452282829,2
592005,142715,0553382411,1
592015,142715,0679433023,3
592018,142715,0688170528,9
592019,142715,0743227441,10
592021,142715,0743418204,8
592022,142715,0743418700,7
592028,142715,0877958262,7
592039,142732,0743428013,9
592041,142735,0060277475,9
592047,142735,0930289595,8
592055,142745,0060090367,6
592056,142745,0060090383,7
592057,142745,0060924802,7
592059,142745,0061092177,7
592060,142745,0061097349,6
592063,142745,0099771519,6
592069,142745,0140250832,7
592073,142745,0312099045,10
592074,142745,0312291639,6
592078,142745,037570387X,7
592079,142745,0375725784,6
592080,142745,0375726403,8
592082,142745,0425114236,8
592084,142745,0425175472,4
592086,142745,0440223202,7
592087,142745,0440235596,7
592092,142745,0451203771,6
592095,142745,0552998931,6
592098,142745,0671028367,5
592104,142745,0743225082,7
592109,142745,0804111359,3
592110,142745,0804115613,8
592113,142745,0836213319,10
592116,142745,1582342156,7
592137,142761,0425191583,8
592139,142764,0553582143,8
592180,142772,0373709110,5
592195,142772,0373710992,7
592196,142772,0373711018,5
592202,142775,0440237262,5
592205,142775,0684832291,7
592206,142775,074343627X,3
592211,142784,0679742298,8
592226,142801,0140390839,10
592234,142801,0345342968,10
592236,142801,0373037449,7
592255,142801,0380807947,6
592258,142801,0399151850,9
592264,142801,0446310786,10
592274,142801,0671695304,10
592285,142801,0842321942,9
592299,142807,0064410129,7
592300,142808,0553263218,7
592312,142818,0449907481,7
592317,142819,0449213943,8
592318,142821,0140072748,7
592319,142821,0446605484,8
592324,142823,0140132708,7
592345,142823,0449208281,6
592354,142823,0679740244,5
592356,142823,0804106304,9
592357,142823,0812502124,8
592358,142823,0812533534,9
592359,142823,0877733759,9
592364,142823,1853260088,10
592370,142826,0553271644,3
592371,142826,0671656155,4
592373,142826,0671877135,5
592377,142826,0875421849,5
592438,142871,038531700X,5
592450,142902,0452282829,7
592451,142904,0066214122,5
592455,142904,0345378482,7
592457,142904,0345380371,6
592460,142904,0671534645,8
592473,142920,3257204981,5
592476,142926,0140291806,7
592481,142932,3453130871,9
592500,142948,0553573403,6
592502,142948,0812558251,5
592506,142970,0804106304,6
592512,142973,0307119408,5
592514,142973,0307119750,5
592521,142973,0394909674,5
592537,142973,0670241334,5
592561,142974,0345439104,10
592575,142977,0345384466,8
592577,142977,0345404319,8
592579,142978,006105903X,5
592581,142978,0451201744,5
592584,142978,0671742647,7
592599,143009,0316969680,5
592600,143009,0385503822,5
592601,143009,0399148639,5
592602,143009,0553801376,5
592603,143009,0553802038,5
592604,143009,0743206045,5
592606,143011,006000438X,7
592607,143011,0060187271,7
592610,143011,0066214440,7
592613,143011,0375726349,7
592617,143011,0425167135,5
592620,143011,0446519723,6
592624,143011,0671524313,5
592639,143019,1551668696,5
592647,143037,038079487X,7
592666,143057,3453122348,7
592673,143065,0064405176,7
592683,143079,0786867647,9
592688,143099,3518367064,8
592691,143103,340412846X,10
592695,143103,3404148665,8
592703,143103,3442092981,7
592704,143103,3442350247,10
592712,143103,3442437725,10
592715,143103,3442442508,4
592733,143103,3551551677,10
592734,143103,3551551685,10
592735,143103,3551551693,10
592736,143103,3551551936,10
592744,143118,0142002798,9
592749,143121,067976402X,10
592764,143132,0446670251,10
592767,143134,0028604199,6
592769,143134,0061000078,7
592774,143134,0380012863,10
592777,143134,039914255X,7
592781,143134,0440234743,10
592782,143134,0440241073,10
592783,143134,0440241537,10
592788,143134,055328942X,10
592789,143134,0553582747,8
592790,143134,0618002219,10
592799,143134,0786868414,8
592807,143144,0440222028,10
592816,143157,0440944597,8
592820,143163,0060928336,10
592831,143163,0304345350,8
592846,143163,0380817446,10
592847,143163,0380817691,10
592852,143163,0385424736,7
592863,143163,0425152499,10
592864,143163,043935806X,10
592865,143163,043936213X,10
592871,143163,0446605239,10
592872,143163,0446606812,8
592873,143163,0446608955,10
592874,143163,0446610399,10
592879,143163,0451184963,10
592880,143163,0451188454,10
592890,143163,0553251996,10
592891,143163,0553255762,10
592892,143163,0553296981,9
592894,143163,0553569074,10
592895,143163,0590203509,7
592898,143163,0670813648,10
592903,143163,0670869902,10
592906,143163,0671024094,10
592907,143163,0671026011,10
592909,143163,0671038443,10
592911,143163,0671670689,9
592916,143163,0679435212,8
592917,143163,0679734775,8
592918,143163,0679744398,10
592920,143163,0684847817,10
592924,143163,0688149790,10
592929,143163,0743437802,10
592930,143163,0743437810,10
592936,143163,0786881852,9
592939,143163,080410526X,9
592951,143163,0836270061,10
592952,143163,0836270096,10
592970,143163,1558532161,10
592972,143163,1558743669,10
592973,143163,1558744630,10
592985,143166,0446608955,8
593008,143175,0060933267,7
593013,143175,0060987049,6
593025,143175,0061092002,5
593052,143175,0312960344,7
593059,143175,0316602051,9
593060,143175,0316655880,3
593061,143175,0316666009,9
593062,143175,0316666343,10
593065,143175,0316789089,7
593082,143175,0345422392,6
593083,143175,0345422511,9
593186,143175,0373825013,8
593208,143175,0380756250,8
593224,143175,038529932X,7
593227,143175,0385335482,8
593232,143175,0385503822,8
593241,143175,0399144714,8
593245,143175,0399148779,7
593249,143175,0425133516,9
593250,143175,0425133540,9
593252,143175,0425158632,10
593259,143175,0425177351,4
593281,143175,0440211697,10
593289,143175,0440222842,8
593296,143175,0440236851,9
593303,143175,0446364193,8
593304,143175,0446364800,10
593309,143175,0446610038,10
593310,143175,0446610542,8
593313,143175,0446612545,9
593319,143175,0449222713,8
593329,143175,0451182006,9
593354,143175,051511331X,9
593360,143175,051512219X,9
593383,143175,0553472348,9
593401,143175,0553568760,8
593404,143175,0553580930,10
593409,143175,0553801430,7
593430,143175,0671020781,9
593433,143175,0671024914,6
593435,143175,0671034006,8
593443,143175,0671520458,7
593462,143175,0671578987,6
593474,143175,0671739735,8
593490,143175,0684810395,6
593498,143175,0688163165,9
593522,143175,0743411250,8
593525,143175,0743418174,8
593540,143175,0757300065,10
593547,143175,0765300133,8
593554,143175,0786863137,7
593578,143175,0804119937,9
593591,143175,0812540077,6
593605,143175,0836220870,6
593615,143175,0884046818,8
593707,143175,1570426449,5
593717,143175,1571454942,8
593785,143208,2070301028,8
593934,143214,0140018328,9
593941,143218,006051406X,8
593944,143218,0553296981,5
593947,143225,0385265700,10
593962,143236,0446610399,6
593964,143239,0767914767,8
593985,143253,0060245875,10
593986,143253,0060256656,10
593997,143253,0064402053,10
594008,143253,014028009X,10
594012,143253,0140374248,8
594073,143253,0307119416,10
594112,143253,0312983298,9
594124,143253,0316666343,9
594139,143253,0345351959,7
594158,143253,0373483503,8
594162,143253,0373709366,9
594210,143253,0385317093,10
594232,143253,039914112X,10
594294,143253,0440211263,10
594314,143253,0440925592,9
594328,143253,0446608955,10
594329,143253,0446611867,10
594351,143253,0451188470,10
594354,143253,0451198638,8
594463,143253,0590403605,10
594478,143253,0590442562,9
594500,143253,0590629719,10
594506,143253,0590944649,10
594513,143253,0670447161,9
594524,143253,0671020293,10
594525,143253,0671020307,8
594526,143253,0671020323,8
594533,143253,0671443283,10
594544,143253,0671550551,9
594548,143253,0671621963,9
594549,143253,067164257X,10
594566,143253,0671729454,10
594568,143253,0671736825,9
594569,143253,0671736833,9
594570,143253,0671736841,10
594573,143253,0671743902,9
594576,143253,0671745107,9
594603,143253,0684814994,10
594670,143253,0804119910,9
594674,143253,0812510356,9
594706,143253,0837850681,8
594708,143253,0842321934,9
594709,143253,0842321942,9
594826,143271,0061094404,10
594827,143271,0440221315,8
594840,143294,0312983131,5
594841,143294,0316603570,9
594843,143294,0345447409,9
594845,143294,0345463927,10
594846,143294,0345463935,9
594849,143294,0380711524,8
594852,143294,0446610038,8
594854,143294,0449002551,8
594856,143294,055356160X,6
594857,143294,0553571818,8
594860,143294,0679731148,10
594864,143294,0804119708,9
594865,143294,0804119716,10
594866,143294,0804119724,10
594867,143294,0804119783,8
594887,143297,0452284449,9
594888,143298,0061015725,4
594889,143301,0061054151,7
594904,143308,0316812471,10
594908,143314,0575074019,6
594909,143319,0553572997,5
594931,143338,0375400605,5
594932,143342,0142001740,6
594939,143349,067944999X,8
594941,143349,0786881852,9
594956,143353,0380730138,6
594957,143353,0679751521,5
594973,143375,0060195622,10
594987,143386,0385504209,10
595008,143402,0743237188,9
595033,143411,0373708351,8
595035,143411,0440223237,8
595039,143415,0020125305,5
595046,143415,0060559128,9
595048,143415,0060915544,8
595049,143415,0060921145,5
595054,143415,006092988X,10
595060,143415,006097673X,10
595061,143415,0060977493,10
595065,143415,0061014176,2
595066,143415,006109157X,2
595082,143415,0140430725,3
595085,143415,014200023X,5
595093,143415,0156013908,8
595104,143415,0312282990,9
595116,143415,0345342968,9
595120,143415,0345372050,10
595121,143415,0345373707,6
595123,143415,0345384911,8
595124,143415,0345392825,9
595126,143415,0345423291,9
595140,143415,0375412824,9
595143,143415,0375502238,10
595148,143415,037570485X,8
595150,143415,037570731X,9
595154,143415,0375719180,8
595160,143415,037582233X,9
595162,143415,0380014300,10
595163,143415,0380016648,9
595166,143415,0380471752,9
595167,143415,0380570009,5
595181,143415,0380809362,8
595196,143415,038542017X,9
595197,143415,0385423586,9
595200,143415,0385498802,7
595226,143415,0399142614,5
595229,143415,039914868X,7
595230,143415,0399149368,10
595242,143415,0425150445,9
595265,143415,0440226104,8
595281,143415,0446609145,5
595283,143415,0446612790,6
595285,143415,0446692298,6
595288,143415,044900483X,8
595290,143415,0449907481,9
595291,143415,0449908798,5
595292,143415,044990928X,10
595295,143415,0449912558,10
595303,143415,0452261368,9
